time,vehicle_id,speed,acceleration,lane_position,lane_index
77.1,normal_flow.20,5.389,2.514,11.054,2
77.2,normal_flow.16,11.926,0.246,38.134,1
77.2,normal_flow.17,9.454,0.594,20.579,0
77.2,normal_flow.18,4.616,-2.956,0.545,0
77.2,normal_flow.19,11.406,-0.385,46.683,2
77.2,normal_flow.20,5.639,2.497,11.618,2
77.3,normal_flow.16,11.949,0.226,39.329,1
77.3,normal_flow.17,9.508,0.546,0.41,1
77.3,normal_flow.18,4.329,-2.868,0.978,0
77.3,normal_flow.19,11.349,-0.57,47.818,2
77.3,normal_flow.20,5.886,2.477,12.207,2
77.4,normal_flow.16,11.97,0.208,40.526,1
77.4,normal_flow.17,9.679,1.705,1.378,1
77.4,normal_flow.18,4.051,-2.783,1.383,0
77.4,normal_flow.19,11.274,-0.757,48.945,2
77.4,normal_flow.20,6.132,2.455,12.82,2
77.5,normal_flow.16,11.989,0.192,41.725,1
77.5,normal_flow.17,9.843,1.641,2.362,1
77.5,normal_flow.18,3.781,-2.696,1.761,0
77.5,normal_flow.19,11.179,-0.945,50.063,2
77.5,normal_flow.20,6.375,2.429,13.458,2
77.6,normal_flow.16,12.006,0.176,42.926,1
77.6,normal_flow.17,10.001,1.577,3.362,1
77.6,normal_flow.18,4.032,2.507,2.164,0
77.6,normal_flow.19,11.066,-1.133,51.17,2
77.6,normal_flow.20,6.615,2.401,14.119,2
77.7,normal_flow.16,12.023,0.162,44.128,1
77.7,normal_flow.17,10.152,1.511,4.377,1
77.7,normal_flow.18,4.281,2.493,2.592,0
77.7,normal_flow.19,10.956,-1.095,52.265,2
77.7,normal_flow.20,6.853,2.378,14.804,2
77.8,normal_flow.16,12.038,0.149,45.332,1
77.8,normal_flow.17,10.296,1.445,5.407,1
77.8,normal_flow.18,4.529,2.475,3.045,0
77.8,normal_flow.19,10.851,-1.056,53.351,2
77.8,normal_flow.20,7.088,2.351,15.513,2
77.9,normal_flow.16,12.051,0.137,46.537,1
77.9,normal_flow.17,10.434,1.38,6.45,1
77.9,normal_flow.18,4.774,2.454,3.523,0
77.9,normal_flow.19,10.749,-1.014,54.425,2
77.9,normal_flow.20,7.319,2.316,16.245,2
78.0,normal_flow.16,12.064,0.125,47.743,1
78.0,normal_flow.17,10.566,1.314,7.507,1
78.0,normal_flow.18,5.017,2.429,4.024,0
78.0,normal_flow.19,10.652,-0.97,55.491,2
78.0,normal_flow.20,7.547,2.278,17.0,2
78.1,normal_flow.16,12.075,0.115,48.951,1
78.1,normal_flow.17,10.691,1.25,8.576,1
78.1,normal_flow.18,5.257,2.4,4.55,0
78.1,normal_flow.19,10.56,-0.923,56.547,2
78.1,normal_flow.20,7.771,2.237,17.777,2
78.2,normal_flow.16,12.086,0.106,50.159,1
78.2,normal_flow.17,10.809,1.186,9.657,1
78.2,normal_flow.18,5.494,2.367,5.1,0
78.2,normal_flow.19,10.473,-0.875,57.594,2
78.2,normal_flow.20,7.99,2.193,18.576,2
78.3,normal_flow.16,12.095,0.097,51.369,1
78.3,normal_flow.17,10.922,1.123,10.749,1
78.3,normal_flow.18,5.727,2.329,5.672,0
78.3,normal_flow.19,10.39,-0.826,58.633,2
78.3,normal_flow.20,8.205,2.145,19.396,2
78.4,normal_flow.16,12.104,0.089,52.579,1
78.4,normal_flow.17,11.028,1.061,11.852,1
78.4,normal_flow.18,5.956,2.287,0.238,0
78.4,normal_flow.19,10.298,-0.919,59.663,2
78.4,normal_flow.20,8.414,2.094,20.238,2
78.5,normal_flow.16,12.112,0.081,53.791,1
78.5,normal_flow.17,11.128,1.001,12.965,1
78.5,normal_flow.18,6.18,2.241,0.856,0
78.5,normal_flow.19,10.189,-1.089,60.682,2
78.5,normal_flow.20,8.618,2.04,21.1,2
78.6,normal_flow.16,12.12,0.075,55.003,1
78.6,normal_flow.17,11.222,0.943,14.087,1
78.6,normal_flow.18,6.399,2.19,1.496,0
78.6,normal_flow.19,10.063,-1.26,61.688,2
78.6,normal_flow.20,8.816,1.982,21.981,2
78.7,normal_flow.16,12.127,0.068,56.215,1
78.7,normal_flow.17,11.311,0.887,15.218,1
78.7,normal_flow.18,6.612,2.134,2.157,0
78.7,normal_flow.19,9.92,-1.429,62.68,2
78.7,normal_flow.20,9.008,1.92,22.882,2
78.8,normal_flow.16,12.133,0.063,57.429,1
78.8,normal_flow.17,11.394,0.833,16.357,1
78.8,normal_flow.18,6.82,2.075,2.839,0
78.8,normal_flow.19,9.761,-1.597,63.656,2
78.8,normal_flow.20,9.194,1.856,23.801,2
78.8,normal_flow.21,0.0,0.0,5.1,0
78.9,normal_flow.16,12.139,0.057,58.642,1
78.9,normal_flow.17,11.472,0.781,17.505,1
78.9,normal_flow.18,7.021,2.011,3.541,0
78.9,normal_flow.19,9.584,-1.762,64.615,2
78.9,normal_flow.20,9.373,1.788,24.739,2
78.9,normal_flow.21,0.26,2.6,5.126,0
79.0,normal_flow.16,12.144,0.053,59.857,1
79.0,normal_flow.17,11.545,0.731,18.659,1
79.0,normal_flow.18,7.215,1.943,4.262,0
79.0,normal_flow.19,9.392,-1.923,65.554,2
79.0,normal_flow.20,9.544,1.717,25.693,2
79.0,normal_flow.21,0.52,2.6,5.178,1
79.1,normal_flow.16,12.149,0.048,61.072,1
79.1,normal_flow.17,11.614,0.683,19.82,1
79.1,normal_flow.18,7.402,1.872,5.003,0
79.1,normal_flow.19,9.184,-2.079,66.472,2
79.1,normal_flow.20,9.709,1.643,26.664,2
79.1,normal_flow.21,0.78,2.6,5.256,1
79.2,normal_flow.16,12.153,0.044,62.287,1
79.2,normal_flow.17,11.677,0.637,20.988,1
79.2,normal_flow.18,7.582,1.797,5.761,0
79.2,normal_flow.19,8.961,-2.229,67.368,2
79.2,normal_flow.20,9.865,1.566,27.651,2
79.2,normal_flow.21,1.04,2.6,5.36,1
79.3,normal_flow.16,12.157,0.04,63.503,1
79.3,normal_flow.17,11.737,0.594,22.162,1
79.3,normal_flow.18,7.754,1.721,6.536,0
79.3,normal_flow.19,8.724,-2.371,68.241,2
79.3,normal_flow.20,10.014,1.487,28.652,2
79.3,normal_flow.21,1.3,2.599,5.49,1
79.4,normal_flow.16,12.161,0.037,64.719,1
79.4,normal_flow.17,11.792,0.553,23.341,1
79.4,normal_flow.18,7.918,1.642,7.328,0
79.4,normal_flow.19,8.474,-2.505,69.088,2
79.4,normal_flow.20,10.154,1.405,29.667,2
79.4,normal_flow.21,1.56,2.599,5.646,2
79.5,normal_flow.16,12.164,0.034,65.935,1
79.5,normal_flow.17,11.843,0.514,24.525,1
79.5,normal_flow.18,8.074,1.562,8.135,0
79.5,normal_flow.19,8.211,-2.628,69.909,2
79.5,normal_flow.20,10.287,1.321,30.696,2
79.5,normal_flow.21,1.815,2.555,5.827,2
79.6,normal_flow.16,12.168,0.031,67.152,1
79.6,normal_flow.17,11.891,0.477,25.714,1
79.6,normal_flow.18,8.222,1.481,8.958,0
79.6,normal_flow.19,7.937,-2.739,70.703,2
79.6,normal_flow.20,10.41,1.235,31.737,2
79.6,normal_flow.21,2.071,2.558,6.035,2
79.7,normal_flow.16,12.17,0.028,68.369,1
79.7,normal_flow.17,11.935,0.443,26.908,1
79.7,normal_flow.18,8.362,1.4,9.794,0
79.7,normal_flow.19,7.653,-2.838,71.468,2
79.7,normal_flow.20,10.525,1.147,32.79,2
79.7,normal_flow.21,2.327,2.561,6.267,2
79.8,normal_flow.16,12.173,0.026,69.586,1
79.8,normal_flow.17,11.976,0.411,28.106,1
79.8,normal_flow.18,8.494,1.32,10.643,0
79.8,normal_flow.19,7.361,-2.923,72.204,2
79.8,normal_flow.20,10.631,1.058,33.853,2
79.8,normal_flow.21,2.583,2.563,6.526,2
79.9,normal_flow.16,12.175,0.024,70.804,1
79.9,normal_flow.17,12.014,0.38,29.307,1
79.9,normal_flow.18,8.618,1.24,11.505,0
79.9,normal_flow.19,7.061,-2.994,72.91,2
79.9,normal_flow.20,10.727,0.967,34.925,2
79.9,normal_flow.21,2.84,2.564,6.81,2
80.0,normal_flow.16,12.178,0.022,72.022,1
80.0,normal_flow.17,12.05,0.352,30.512,1
80.0,normal_flow.18,8.734,1.162,12.378,0
80.0,normal_flow.19,6.757,-3.05,73.586,2
80.0,normal_flow.20,10.815,0.876,36.007,2
80.0,normal_flow.21,3.096,2.565,7.119,2
80.1,normal_flow.17,12.082,0.325,31.72,1
80.1,normal_flow.18,8.843,1.086,13.263,0
80.1,normal_flow.19,6.448,-3.089,74.231,2
80.1,normal_flow.20,10.891,0.757,37.096,2
80.1,normal_flow.21,3.353,2.565,7.455,2
80.2,normal_flow.17,12.153,0.705,32.936,1
80.2,normal_flow.18,8.944,1.012,14.157,0
80.2,normal_flow.19,6.136,-3.113,74.845,2
80.2,normal_flow.20,10.954,0.631,38.191,2
80.2,normal_flow.21,3.609,2.565,7.815,2
80.3,normal_flow.17,12.219,0.66,34.157,1
80.3,normal_flow.18,9.038,0.942,15.061,0
80.3,normal_flow.19,5.824,-3.121,75.427,2
80.3,normal_flow.20,11.004,0.501,39.292,2
80.3,normal_flow.21,3.866,2.563,8.202,2
80.4,normal_flow.17,12.28,0.618,35.385,1
80.4,normal_flow.18,9.126,0.875,15.974,0
80.4,normal_flow.19,5.513,-3.113,75.978,2
80.4,normal_flow.20,11.041,0.368,40.396,2
80.4,normal_flow.21,4.122,2.561,8.614,2
80.5,normal_flow.17,12.338,0.577,36.619,1
80.5,normal_flow.18,9.207,0.811,16.894,0
80.5,normal_flow.19,5.204,-3.089,76.499,2
80.5,normal_flow.20,11.064,0.231,41.502,2
80.5,normal_flow.21,4.378,2.558,9.052,2
80.6,normal_flow.17,12.392,0.539,37.858,1
80.6,normal_flow.18,9.282,0.751,17.823,0
80.6,normal_flow.19,4.899,-3.05,0.189,0
80.6,normal_flow.20,11.073,0.092,42.61,2
80.6,normal_flow.21,4.633,2.551,9.515,2
80.7,normal_flow.17,12.442,0.503,39.103,1
80.7,normal_flow.18,9.351,0.693,18.758,0
80.7,normal_flow.19,4.596,-3.035,0.648,0
80.7,normal_flow.20,11.068,-0.05,43.716,2
80.7,normal_flow.21,4.886,2.537,10.004,2
80.8,normal_flow.17,12.489,0.469,40.352,1
80.8,normal_flow.18,9.415,0.639,19.699,0
80.8,normal_flow.19,4.301,-2.947,1.078,0
80.8,normal_flow.20,11.048,-0.196,44.821,2
80.8,normal_flow.21,5.139,2.523,10.518,2
80.9,normal_flow.17,12.533,0.436,41.605,1
80.9,normal_flow.18,9.474,0.588,20.647,0
80.9,normal_flow.19,4.015,-2.855,1.48,0
80.9,normal_flow.20,11.014,-0.342,45.923,2
80.9,normal_flow.21,5.389,2.508,11.057,2
81.0,normal_flow.17,12.573,0.406,42.862,1
81.0,normal_flow.18,9.528,0.541,0.479,1
81.0,normal_flow.19,3.74,-2.758,1.854,0
81.0,normal_flow.20,10.965,-0.49,47.019,2
81.0,normal_flow.21,5.638,2.489,11.621,2
81.1,normal_flow.17,12.611,0.377,44.123,1
81.1,normal_flow.18,9.702,1.738,1.45,1
81.1,normal_flow.19,3.992,2.523,2.253,0
81.1,normal_flow.20,10.901,-0.639,48.109,2
81.1,normal_flow.21,5.885,2.469,12.209,2
81.2,normal_flow.17,12.646,0.351,45.388,1
81.2,normal_flow.18,9.87,1.675,2.437,1
81.2,normal_flow.19,4.244,2.517,2.677,0
81.2,normal_flow.20,10.839,-0.62,49.193,2
81.2,normal_flow.21,6.13,2.451,12.822,2
81.3,normal_flow.17,12.679,0.325,46.656,1
81.3,normal_flow.18,10.031,1.611,3.44,1
81.3,normal_flow.19,4.495,2.509,3.127,0
81.3,normal_flow.20,10.779,-0.599,50.271,2
81.3,normal_flow.21,6.374,2.432,13.459,2
81.4,normal_flow.17,12.709,0.302,47.927,1
81.4,normal_flow.18,10.185,1.546,4.458,1
81.4,normal_flow.19,4.745,2.5,3.601,0
81.4,normal_flow.20,10.722,-0.576,51.343,2
81.4,normal_flow.21,6.614,2.407,14.121,2
81.5,normal_flow.17,12.737,0.28,49.2,1
81.5,normal_flow.18,10.333,1.481,5.492,1
81.5,normal_flow.19,4.993,2.489,4.101,0
81.5,normal_flow.20,10.667,-0.551,52.41,2
81.5,normal_flow.21,6.852,2.378,14.806,2
81.6,normal_flow.17,12.763,0.259,50.477,1
81.6,normal_flow.18,10.475,1.416,6.539,1
81.6,normal_flow.19,5.241,2.475,4.625,0
81.6,normal_flow.20,10.614,-0.525,53.471,2
81.6,normal_flow.21,7.087,2.346,15.515,2
81.7,normal_flow.17,12.787,0.24,51.755,1
81.7,normal_flow.18,10.61,1.351,7.6,1
81.7,normal_flow.19,5.487,2.46,5.173,0
81.7,normal_flow.20,10.565,-0.496,54.528,2
81.7,normal_flow.21,7.318,2.311,16.247,2
81.8,normal_flow.17,12.809,0.222,53.036,1
81.8,normal_flow.18,10.739,1.287,8.674,1
81.8,normal_flow.19,5.731,2.442,5.746,0
81.8,normal_flow.20,10.507,-0.572,55.578,2
81.8,normal_flow.21,7.545,2.273,17.001,2
81.9,normal_flow.17,12.83,0.206,54.319,1
81.9,normal_flow.18,10.861,1.223,9.76,1
81.9,normal_flow.19,5.973,2.421,0.314,0
81.9,normal_flow.20,10.438,-0.697,56.622,2
81.9,normal_flow.21,7.768,2.231,17.778,2
82.0,normal_flow.17,12.849,0.19,55.604,1
82.0,normal_flow.18,10.977,1.161,10.858,1
82.0,normal_flow.19,6.213,2.398,0.935,0
82.0,normal_flow.20,10.355,-0.823,57.658,2
82.0,normal_flow.21,7.987,2.186,18.577,2
82.1,normal_flow.17,12.866,0.176,56.891,1
82.1,normal_flow.18,11.087,1.099,11.966,1
82.1,normal_flow.19,6.45,2.373,1.58,0
82.1,normal_flow.20,10.26,-0.95,58.684,2
82.1,normal_flow.21,8.201,2.138,19.397,2
82.2,normal_flow.17,12.883,0.163,58.179,1
82.2,normal_flow.18,11.191,1.039,13.086,1
82.2,normal_flow.19,6.685,2.344,2.249,0
82.2,normal_flow.20,10.153,-1.079,59.699,2
82.2,normal_flow.21,8.409,2.086,20.238,2
82.3,normal_flow.17,12.898,0.15,59.469,1
82.3,normal_flow.18,11.289,0.981,14.215,1
82.3,normal_flow.19,6.916,2.312,2.94,0
82.3,normal_flow.20,10.032,-1.208,60.702,2
82.3,normal_flow.21,8.612,2.031,21.099,2
82.4,normal_flow.17,12.912,0.139,60.76,1
82.4,normal_flow.18,11.382,0.924,15.353,1
82.4,normal_flow.19,7.144,2.278,3.654,0
82.4,normal_flow.20,9.898,-1.339,61.692,2
82.4,normal_flow.21,8.809,1.972,21.98,2
82.5,normal_flow.17,12.924,0.128,62.052,1
82.5,normal_flow.18,11.469,0.87,16.5,1
82.5,normal_flow.19,7.368,2.24,4.391,0
82.5,normal_flow.20,9.751,-1.469,62.667,2
82.5,normal_flow.21,9.0,1.91,22.88,2
82.5,normal_flow.22,0.0,0.0,5.1,0
82.6,normal_flow.17,12.936,0.119,63.346,1
82.6,normal_flow.18,11.55,0.817,17.655,1
82.6,normal_flow.19,7.588,2.199,5.15,0
82.6,normal_flow.20,9.591,-1.6,63.626,2
82.6,normal_flow.21,9.185,1.845,23.798,2
82.6,normal_flow.22,0.26,2.6,5.126,0
82.7,normal_flow.17,12.947,0.109,64.641,1
82.7,normal_flow.18,11.627,0.766,18.817,1
82.7,normal_flow.19,7.803,2.155,5.93,0
82.7,normal_flow.20,9.418,-1.731,64.568,2
82.7,normal_flow.21,9.363,1.776,24.735,2
82.7,normal_flow.22,0.52,2.6,5.178,1
82.8,normal_flow.17,12.957,0.101,65.937,1
82.8,normal_flow.18,11.699,0.718,19.987,1
82.8,normal_flow.19,8.014,2.109,6.732,0
82.8,normal_flow.20,9.232,-1.86,65.491,2
82.8,normal_flow.21,9.533,1.704,25.688,2
82.8,normal_flow.22,0.78,2.6,5.256,1
82.9,normal_flow.17,12.967,0.093,67.233,1
82.9,normal_flow.18,11.766,0.672,21.164,1
82.9,normal_flow.19,8.22,2.059,7.554,0
82.9,normal_flow.20,9.033,-1.988,66.394,2
82.9,normal_flow.21,9.696,1.63,26.657,2
82.9,normal_flow.22,1.04,2.6,5.36,1
83.0,normal_flow.17,12.975,0.086,68.531,1
83.0,normal_flow.18,11.829,0.628,22.347,1
83.0,normal_flow.19,8.421,2.007,8.396,0
83.0,normal_flow.20,8.822,-2.113,67.277,2
83.0,normal_flow.21,9.851,1.553,27.643,2
83.0,normal_flow.22,1.3,2.599,5.49,1
83.1,normal_flow.17,12.983,0.079,69.829,1
83.1,normal_flow.18,11.887,0.586,23.535,1
83.1,normal_flow.19,8.616,1.952,9.257,0
83.1,normal_flow.20,8.598,-2.235,68.136,2
83.1,normal_flow.21,9.999,1.473,28.642,2
83.1,normal_flow.22,1.56,2.599,5.646,2
83.2,normal_flow.17,12.99,0.073,71.128,1
83.2,normal_flow.18,11.942,0.547,24.729,1
83.2,normal_flow.19,8.805,1.894,10.138,0
83.2,normal_flow.20,8.363,-2.352,68.973,2
83.2,normal_flow.21,10.138,1.391,29.656,2
83.2,normal_flow.22,1.815,2.549,5.827,2
83.3,normal_flow.17,12.997,0.067,72.428,1
83.3,normal_flow.18,11.993,0.509,25.929,1
83.3,normal_flow.19,8.989,1.835,11.037,0
83.3,normal_flow.20,8.117,-2.464,69.784,2
83.3,normal_flow.21,10.268,1.307,30.683,2
83.3,normal_flow.22,2.07,2.553,6.034,2
83.4,normal_flow.18,12.04,0.474,27.133,1
83.4,normal_flow.19,9.166,1.773,11.953,0
83.4,normal_flow.20,7.86,-2.568,70.57,2
83.4,normal_flow.21,10.391,1.221,31.722,2
83.4,normal_flow.22,2.326,2.556,6.267,2
83.5,normal_flow.18,12.109,0.689,28.344,1
83.5,normal_flow.19,9.337,1.71,12.887,0
83.5,normal_flow.20,7.593,-2.664,71.33,2
83.5,normal_flow.21,10.504,1.134,32.773,2
83.5,normal_flow.22,2.582,2.559,6.525,2
83.6,normal_flow.18,12.174,0.645,29.561,1
83.6,normal_flow.19,9.502,1.647,13.837,0
83.6,normal_flow.20,7.318,-2.751,72.061,2
83.6,normal_flow.21,10.608,1.045,33.833,2
83.6,normal_flow.22,2.838,2.561,6.809,2
83.7,normal_flow.18,12.234,0.603,30.785,1
83.7,normal_flow.19,9.66,1.583,14.803,0
83.7,normal_flow.20,7.035,-2.827,72.765,2
83.7,normal_flow.21,10.704,0.954,34.904,2
83.7,normal_flow.22,3.094,2.561,7.118,2
83.8,normal_flow.18,12.29,0.563,32.014,1
83.8,normal_flow.19,9.812,1.519,15.784,0
83.8,normal_flow.20,6.746,-2.892,73.44,2
83.8,normal_flow.21,10.789,0.856,35.983,2
83.8,normal_flow.22,3.35,2.562,7.453,2
83.9,normal_flow.18,12.343,0.525,33.248,1
83.9,normal_flow.19,9.957,1.454,16.78,0
83.9,normal_flow.20,6.452,-2.943,74.085,2
83.9,normal_flow.21,10.863,0.737,37.069,2
83.9,normal_flow.22,3.606,2.561,7.814,2
84.0,normal_flow.18,12.392,0.49,34.487,1
84.0,normal_flow.19,10.096,1.389,17.79,0
84.0,normal_flow.20,6.154,-2.981,74.7,2
84.0,normal_flow.21,10.924,0.614,38.161,2
84.0,normal_flow.22,3.862,2.559,8.2,2
84.1,normal_flow.18,12.437,0.456,35.731,1
84.1,normal_flow.19,10.228,1.324,18.813,0
84.1,normal_flow.20,5.854,-3.004,75.286,2
84.1,normal_flow.21,10.973,0.487,39.259,2
84.1,normal_flow.22,4.118,2.557,8.612,2
84.2,normal_flow.18,12.48,0.424,36.979,1
84.2,normal_flow.19,10.354,1.26,19.848,0
84.2,normal_flow.20,5.552,-3.012,75.841,2
84.2,normal_flow.21,11.009,0.358,40.36,2
84.2,normal_flow.22,4.373,2.553,9.049,2
84.3,normal_flow.18,12.519,0.394,38.231,1
84.3,normal_flow.19,10.474,1.196,20.895,0
84.3,normal_flow.20,5.252,-3.005,76.366,2
84.3,normal_flow.21,11.009,-0.001,41.461,2
84.3,normal_flow.22,4.627,2.546,9.512,2
84.4,normal_flow.18,12.556,0.366,39.486,1
84.4,normal_flow.19,10.587,1.134,0.834,1
84.4,normal_flow.20,4.954,-2.983,0.061,0
84.4,normal_flow.21,10.999,-0.103,42.56,2
84.4,normal_flow.22,4.881,2.535,10.0,2
84.5,normal_flow.18,12.59,0.34,40.745,1
84.5,normal_flow.19,10.776,1.881,1.912,1
84.5,normal_flow.20,4.653,-3.011,0.527,0
84.5,normal_flow.21,10.978,-0.206,43.658,2
84.5,normal_flow.22,5.133,2.52,10.513,2
84.6,normal_flow.18,12.622,0.316,42.007,1
84.6,normal_flow.19,10.959,1.83,3.008,1
84.6,normal_flow.20,4.36,-2.922,0.963,0
84.6,normal_flow.21,10.964,-0.14,44.755,2
84.6,normal_flow.22,5.383,2.503,11.052,2
84.7,normal_flow.18,12.651,0.293,43.273,1
84.7,normal_flow.19,11.136,1.778,4.121,1
84.7,normal_flow.20,4.077,-2.834,1.37,0
84.7,normal_flow.21,10.935,-0.286,45.848,2
84.7,normal_flow.22,5.632,2.484,11.615,2
84.8,normal_flow.18,12.678,0.271,44.54,1
84.8,normal_flow.19,11.309,1.725,5.252,1
84.8,normal_flow.20,3.803,-2.742,1.751,0
84.8,normal_flow.21,10.892,-0.432,46.937,2
84.8,normal_flow.22,5.878,2.461,12.202,2
84.9,normal_flow.18,12.703,0.251,45.811,1
84.9,normal_flow.19,11.476,1.67,6.4,1
84.9,normal_flow.20,4.057,2.539,2.156,0
84.9,normal_flow.21,10.834,-0.58,48.021,2
84.9,normal_flow.22,6.121,2.436,12.815,2
85.0,normal_flow.18,12.726,0.232,47.083,1
85.0,normal_flow.19,11.637,1.615,7.563,1
85.0,normal_flow.20,4.31,2.53,2.587,0
85.0,normal_flow.21,10.778,-0.563,49.099,2
85.0,normal_flow.22,6.363,2.415,13.451,2
85.1,normal_flow.18,12.748,0.215,48.358,1
85.1,normal_flow.19,11.793,1.559,8.743,1
85.1,normal_flow.20,4.561,2.518,3.043,0
85.1,normal_flow.21,10.723,-0.544,50.171,2
85.1,normal_flow.22,6.602,2.392,14.111,2
85.2,normal_flow.18,12.768,0.199,49.635,1
85.2,normal_flow.19,11.943,1.502,9.937,1
85.2,normal_flow.20,4.812,2.504,3.525,0
85.2,normal_flow.21,10.671,-0.523,51.238,2
85.2,normal_flow.22,6.838,2.36,14.795,2
85.3,normal_flow.18,12.786,0.184,50.913,1
85.3,normal_flow.19,12.088,1.445,11.146,1
85.3,normal_flow.20,5.061,2.487,4.031,0
85.3,normal_flow.21,10.621,-0.5,52.3,2
85.3,normal_flow.22,7.071,2.326,15.502,2
85.4,normal_flow.18,12.803,0.17,52.194,1
85.4,normal_flow.19,12.227,1.388,12.369,1
85.4,normal_flow.20,5.307,2.468,4.561,0
85.4,normal_flow.21,10.573,-0.476,53.357,2
85.4,normal_flow.22,7.299,2.288,16.232,2
85.5,normal_flow.18,12.819,0.157,53.476,1
85.5,normal_flow.19,12.36,1.33,13.604,1
85.5,normal_flow.20,5.552,2.445,5.117,0
85.5,normal_flow.21,10.529,-0.449,54.41,2
85.5,normal_flow.22,7.524,2.247,16.984,2
85.6,normal_flow.18,12.833,0.145,54.759,1
85.6,normal_flow.19,12.487,1.273,14.853,1
85.6,normal_flow.20,5.794,2.418,5.696,0
85.6,normal_flow.21,10.474,-0.541,55.458,2
85.6,normal_flow.22,7.744,2.202,17.759,2
85.7,normal_flow.18,12.847,0.134,56.043,1
85.7,normal_flow.19,12.609,1.216,16.114,1
85.7,normal_flow.20,6.032,2.387,0.269,0
85.7,normal_flow.21,10.408,-0.664,56.499,2
85.7,normal_flow.22,7.96,2.154,18.555,2
85.8,normal_flow.18,12.859,0.124,57.329,1
85.8,normal_flow.19,12.725,1.16,17.387,1
85.8,normal_flow.20,6.268,2.352,0.896,0
85.8,normal_flow.21,10.329,-0.789,57.531,2
85.8,normal_flow.22,8.17,2.103,19.372,2
85.9,normal_flow.18,12.87,0.114,58.616,1
85.9,normal_flow.19,12.835,1.105,18.67,1
85.9,normal_flow.20,6.499,2.314,1.546,0
85.9,normal_flow.21,10.238,-0.915,58.555,2
85.9,normal_flow.22,8.375,2.047,20.209,2
86.0,normal_flow.18,12.881,0.105,59.904,1
86.0,normal_flow.19,12.94,1.05,19.964,1
86.0,normal_flow.20,6.726,2.271,2.219,0
86.0,normal_flow.21,10.133,-1.043,59.569,2
86.0,normal_flow.22,8.574,1.989,21.067,2
86.1,normal_flow.18,12.891,0.097,61.194,1
86.1,normal_flow.19,13.04,0.996,21.268,1
86.1,normal_flow.20,6.949,2.225,2.913,0
86.1,normal_flow.21,10.016,-1.171,60.57,2
86.1,normal_flow.22,8.766,1.927,21.943,2
86.2,normal_flow.18,12.899,0.089,62.483,1
86.2,normal_flow.19,13.134,0.944,22.581,1
86.2,normal_flow.20,7.166,2.174,3.63,0
86.2,normal_flow.21,9.886,-1.3,61.559,2
86.2,normal_flow.22,8.953,1.862,22.839,2
86.3,normal_flow.18,12.908,0.082,63.774,1
86.3,normal_flow.19,13.224,0.893,23.904,1
86.3,normal_flow.20,7.378,2.12,4.368,0
86.3,normal_flow.21,9.743,-1.43,62.533,2
86.3,normal_flow.22,9.132,1.794,23.752,2
86.3,normal_flow.23,0.0,0.0,5.1,0
86.4,normal_flow.18,12.915,0.076,65.066,1
86.4,normal_flow.19,13.308,0.843,25.235,1
86.4,normal_flow.20,7.584,2.062,5.126,0
86.4,normal_flow.21,9.587,-1.56,63.492,2
86.4,normal_flow.22,9.304,1.723,24.682,2
86.4,normal_flow.23,0.26,2.6,5.126,0
86.5,normal_flow.18,12.922,0.07,66.358,1
86.5,normal_flow.19,13.387,0.794,26.573,1
86.5,normal_flow.20,7.784,2.001,5.905,0
86.5,normal_flow.21,9.418,-1.69,64.434,2
86.5,normal_flow.22,9.469,1.649,25.629,2
86.5,normal_flow.23,0.52,2.6,5.178,1
86.6,normal_flow.18,12.929,0.065,67.651,1
86.6,normal_flow.19,13.462,0.747,27.92,1
86.6,normal_flow.20,7.978,1.937,6.702,0
86.6,normal_flow.21,9.236,-1.819,65.357,2
86.6,normal_flow.22,9.626,1.572,26.592,2
86.6,normal_flow.23,0.78,2.6,5.256,1
86.7,normal_flow.18,12.935,0.06,68.944,1
86.7,normal_flow.19,13.532,0.701,29.273,1
86.7,normal_flow.20,8.165,1.869,7.519,0
86.7,normal_flow.21,9.041,-1.947,66.261,2
86.7,normal_flow.22,9.776,1.493,27.569,2
86.7,normal_flow.23,1.04,2.6,5.36,1
86.8,normal_flow.18,12.94,0.055,70.238,1
86.8,normal_flow.19,13.598,0.658,30.632,1
86.8,normal_flow.20,8.345,1.8,8.353,0
86.8,normal_flow.21,8.834,-2.072,67.145,2
86.8,normal_flow.22,9.917,1.412,28.561,2
86.8,normal_flow.23,1.3,2.599,5.49,1
86.9,normal_flow.18,12.945,0.051,71.533,1
86.9,normal_flow.19,13.659,0.615,31.998,1
86.9,normal_flow.20,8.518,1.728,9.205,0
86.9,normal_flow.21,8.615,-2.195,68.006,2
86.9,normal_flow.22,10.05,1.33,29.566,2
86.9,normal_flow.23,1.56,2.598,5.646,2
87.0,normal_flow.19,13.717,0.575,33.37,1
87.0,normal_flow.20,8.683,1.654,10.074,0
87.0,normal_flow.21,8.384,-2.313,68.845,2
87.0,normal_flow.22,10.174,1.245,30.583,2
87.0,normal_flow.23,1.815,2.554,5.827,2
87.1,normal_flow.19,13.839,1.226,34.754,1
87.1,normal_flow.20,8.841,1.58,10.958,0
87.1,normal_flow.21,8.141,-2.425,69.659,2
87.1,normal_flow.22,10.29,1.159,31.612,2
87.1,normal_flow.23,2.071,2.557,6.035,2
87.2,normal_flow.19,13.957,1.176,36.15,1
87.2,normal_flow.20,8.992,1.506,11.857,0
87.2,normal_flow.21,7.888,-2.532,70.447,2
